epoch;mean;std;experiment
1;66,12040113791208;2,4849236053914434;0
2;70,6378443419155;2,0066150491655423;0
3;72,61375136461795;1,9874570566049976;0
4;74,3502824858757;1,153647912437655;0
5;75,59238363892806;1,5867974186279232;0
6;76,46779103216912;1,5561845018763742;0
7;77,58279346258357;1,4152611879845702;0
8;78,30279378132646;1,505257996439105;0
9;78,89597427744974;1,7030368140187773;0
10;79,2767524881866;1,88428892044091;0
11;79,47421370116261;1,7287275713427086;0
12;79,91186759420845;1,9418233395768;0
13;80,03906592399575;1,9919839911024664;0
14;80,39203381861938;1,82663356236862;0
15;80,85773708493701;1,7913730995920596;0
16;81,1401432749237;1,7550407567706332;0
17;81,12585960969935;1,7903164578420154;0
18;81,47898687576199;1,718275153058357;0
19;81,66244332353197;1,5170833314443175;0
20;81,6201302064657;1,5674382172938954;0
21;81,83191492752584;1,573116416898172;0
22;82,22705648920656;1,4744288529109768;0
23;82,07184862900719;1,4952938570029872;0
24;82,43882128883683;1,2874155203816795;0
25;82,5799845409704;1,3395079785854809;0
26;82,62245702947574;1,0210940885792759;0
27;82,74943622353437;1,307738686482829;0
28;82,83406245766697;1,6329252671692736;0
29;82,91894767038801;1,5554645064392965;0
30;82,98946953216516;1,5454965938672836;0
31;83,04596670730639;1,5121413057461164;0
32;82,83408237909684;1,4555332062670467;0
33;82,82007761389082;1,3347047407234878;0
34;83,37052664292031;1,552817769739829;0
35;83,32821352585404;1,2535492139948834;0
36;83,27173627214269;1,3973224351878932;0
37;83,42714334664085;1,347022127245185;0
38;83,59643565776578;1,567903991774764;0
39;83,70937024375861;1,5771171697371869;0
40;83,65293283290701;1,4999200127194097;0
41;83,78001163411504;1,6708809482188165;0
42;83,56830659877443;1,5489915379540067;0
43;83,7094897723379;1,4975465962278507;0
44;83,80822037882592;1,548941424507047;0
45;83,80830006454543;1,4885228324351458;0
46;84,01994533559642;1,6202613128099852;0
47;84,18953646816955;1,3498987704407273;0
48;84,07664172503647;1,4412655741469735;0
49;84,1612878805989;1,3804738868673945;0
50;84,21780497717005;1,3210719774750694;0
1;69,07034655319421;1,8135753520022624;1
2;71,32935701592919;1,742024221616081;1
3;72,5997864422717;2,192846334835881;1
4;74,11042847011386;1,8662242003610447;1
5;75,19730184153698;1,6327005746908825;1
6;76,12910680276987;1,0766065878844584;1
7;77,08910058728375;1,5446362738891253;1
8;77,71019100666969;1,2178373515682352;1
9;77,96422908050648;1,2604552562979912;1
10;78,02078601993736;1,5151490414219508;1
11;78,23251097670787;1,5936027574937612;1
12;78,3456447769995;1,1893668532122486;1
13;78,76911461197041;1,3663126152194198;1
14;79,06544588144358;1,4032776729438934;1
15;79,19250476122173;1,2350435972984792;1
16;79,46080657885301;1,1185004483215188;1
17;79,43233885555371;1,3105283216374486;1
18;79,43255799128238;1,261793359277735;1
19;79,37596120899174;1,4691105059131908;1
20;79,4889754807041;1,3229043912108396;1
21;79,63009888997794;1,3062724365906908;1
22;79,61603436048226;1,062939701013308;1
23;79,7290685536245;1,3209366638321645;1
24;79,71498410269895;1,3871845924001325;1
25;79,9125250013945;1,3577077012275691;1
26;79,92662937374992;1,3527089800326717;1
27;79,9972309212466;1,2788089996883447;1
28;79,96902217653573;1,5511436617366725;1
29;79,9689624122461;1,5678828528358626;1
30;79,89838078617929;1,368656393814471;1
31;79,75713784832621;1,5826949222134166;1
32;79,82767963153323;1,4246605340922625;1
33;79,75705816260668;1,434319117578019;1
34;79,79947088682238;1,3961000409375046;1
35;79,70064067318496;1,5686285729571865;1
36;79,60177061668779;1,4757173420817722;1
37;79,60191006669695;1,3012955191547566;1
38;79,74303347597078;1,3388348620116188;1
39;79,74295379025125;1,325364327605825;1
40;79,70064067318496;1,3683382973718416;1
41;79,60189014526706;1,3370613978289774;1
42;79,53128859777037;1,2706378101754745;1
43;79,57360171483668;1,3734318343432623;1
44;79,74295379025125;1,3453398860426375;1
45;79,86997282716966;1,2358518581370894;1
46;79,68647653653989;1,360565818044703;1
47;79,72880957503605;1,4624263859360704;1
48;79,68653630082953;1,4325846358497931;1
49;79,79943104396261;1,3470941650015542;1
50;79,7853266716072;1,3021801490224103;1
1;70,63722677758919;1,905304900789185;2
2;72,85384443753836;1,703792706556138;2
3;74,09614480488952;1,7989744716178904;2
4;74,8727817487828;1,848466679405737;2
5;76,114743451826;1,6154602069658692;2
6;76,76442112309053;1,185856005343189;2
7;77,27251719219399;1,240136118202645;2
8;77,69602687002462;1,25387901702552;2
9;77,69610655574415;1,2906569667115817;2
10;77,73859896567936;1,5258770779179045;2
11;77,92215502059877;1,809749525192988;2
12;77,99277648952531;1,2593920888963308;2
13;78,33146071892456;1,4987183469467251;2
14;78,45826062011427;1,5687334290467512;2
15;78,51471795239577;1,5865786777405042;2
16;78,58537926418207;1,4891126215062067;2
17;78,69829392874503;1,3785740221878109;2
18;78,88192966938395;1,3889893605031864;2
19;78,4866287362642;1,3591547935185118;2
20;78,7548707896058;1,239612020412022;2
21;78,684289163539;1,1821898759671243;2
22;78,81146757189644;1,1595815380569354;2
23;78,88202927653334;1,150061541844013;2
24;78,8397958451866;1,3320164427282972;2
25;79,02327221438647;1,3551052338861145;2
26;79,1643757022304;1,3230679104961294;2
27;79,23487764257767;1,380505924926804;2
28;79,22077327022224;1,340274784224904;2
29;79,29137481771893;1,499298260368287;2
30;79,23493740686732;1,5054443142321694;2
31;79,16425617365113;1,4990450567937192;2
32;79,26304654442878;1,5190140694851588;2
33;79,02295347150837;1,5349375996944217;2
34;79,0654259600137;1,5489243013637335;2
35;78,93842684452521;1,533425352450538;2
36;78,96655590351655;1,5032717998525311;2
37;79,10771915565013;1,4076545293571967;2
38;78,98064035444206;1,4779011126269324;2
39;78,95235192401171;1,3812380286558101;2
40;79,06532635286429;1,3189818730348308;2
41;79,09357494043495;1,4445578389777485;2
42;79,02297339293825;1,3475119576865389;2
43;79,02303315722791;1,3968177355595344;2
44;79,26296685870925;1,3494961562350587;2
45;79,16401711649257;1,6360311593210255;2
46;79,12174384228604;1,5447956991366103;2
47;79,07947056807949;1,6749312562298475;2
48;79,02301323579802;1,5328710324660781;2
49;79,02299331436812;1,4485427556804364;2
50;79,22061389878321;1,336755529398617;2
1;71,89402994589341;2,19888341952164;3
2;73,75750041835003;1,6486334390749096;3
3;75,43759412875619;1,5124459633088119;3
4;76,07260962762862;1,7001462610393914;3
5;76,28435450582901;1,6089267276440486;3
6;76,42559744368211;1,4544633862355931;3
7;76,9053054752058;1,634890093788115;3
8;76,89116125999061;1,6498851667378889;3
9;76,91937000470145;1,6198010441336643;3
10;76,83472384913901;1,358977718705413;3
11;76,62307857808804;1,555811481993693;3
12;76,84886806435419;1,5566271887559233;3
13;76,80643541870863;1,4164563111043642;3
14;76,82073900536284;1,363184344370966;3
15;76,80657486871776;1,470591123924857;3
16;76,80659479014767;1,5178102060626273;3
17;76,7501972221558;1,4570026743895048;3
18;76,60909373431187;1,5491444110371455;3
19;76,55259655917062;1,6130385401926826;3
20;76,56672085295595;1,6582578162481159;3
21;76,66547138087384;1,6675308740488108;3
22;76,6796355175189;1,5276206181467047;3
23;76,60909373431187;1,4746832090242061;3
24;76,52436789302989;1,5311252524829555;3
25;76,51026352067446;1,449452738232189;3
26;76,63724271473309;1,5537340986645978;3
27;76,56674077438582;1,4178679581070692;3
28;76,52436789302989;1,343098837986593;3
29;76,48203485453372;1,344758920229128;3
30;76,46789063931854;1,2775151316136957;3
31;76,52438781445976;1,2922319537806255;3
32;76,56678061724558;1,3515362088416494;3
33;76,51028344210434;1,2574860375466397;3
34;76,60899412716249;1,4626619912851324;3
35;76,67949606750975;1,469549315706742;3
36;76,59490967623692;1,3547477216248807;3
37;76,5666610886663;1,5967607492561642;3
38;76,55257663774077;1,5447636579468362;3
39;76,52430812874023;1,5288975419819306;3
40;76,51014399209518;1,5685877460620647;3
41;76,52428820731036;1,5450921522764118;3
42;76,60891444144296;1,5941620203526403;3
43;76,65126740136901;1,6163414439845285;3
44;76,56650171722725;1,6894210778895449;3
45;76,52410891444143;1,587765995652824;3
46;76,46771134644959;1,4932527606244246;3
47;76,49592009116046;1,594212120063924;3
48;76,70764504793097;1,6366306824574892;3
49;76,59481006908753;1,5429741937315902;3
50;76,60881483429354;1,5633942760185269;3
1;64,53945638402142;2,5235898844048954;4
2;68,78849816324417;2,0538709671295865;4
3;70,15745898177586;1,5545637222519482;4
4;71,89424908162209;1,5341324041115123;4
5;72,75499430247106;1,6256245821377862;4
6;73,68656020654537;2,010566431623916;4
7;74,63250938299349;1,6598787860640198;4
8;75,53586654235694;1,788163549067059;4
9;76,36886121138231;2,027843812965523;4
10;77,17362721426694;1,81189596964706;4
11;77,79453834078394;2,0003109094391585;4
12;78,59918481508929;1,997958592393332;4
13;78,72638314487659;2,00951123586125;4
14;79,03683870813512;2,1324839046663056;4
15;79,68623747938132;2,1074093593011263;4
16;80,10974715721196;1,8150699781548405;4
17;80,60375877538986;1,7160922425739509;4
18;80,85799606352546;1,7501605157310571;4
19;81,19691935008328;1,4319174703868491;4
20;81,32393838700169;1,4542769168693428;4
21;81,7050353406166;1,4009145667511311;4
22;82,32610583857267;1,2073075848303714;4
23;82,2412604687114;1,401508690118643;4
24;82,38242372084498;1,3693686792502688;4
25;82,63668093041045;1,288872304250234;4
26;82,94733570796777;1,2591164758274007;4
27;83,08831966723244;1,323546563315325;4
28;83,00363366881021;1,4618798103309585;4
29;83,25761197835736;1,6157117912190675;4
30;83,48342138605341;1,7680027383799095;4
31;83,38463101527576;1,5941235247895824;4
32;83,52573450311971;1,5511920038118818;4
33;83,53995840405442;1,5687915313492915;4
34;83,7374793813201;1,593205059342602;4
35;83,92125457196815;1,4109936215040864;4
36;84,23178982094619;1,391915087864812;4
37;84,28808778178862;1,4126958285138669;4
38;84,3165953479477;1,2340181121611735;4
39;84,38707736686509;1,2366347949162215;4
40;84,69769230156263;1,1192795886563631;4
41;84,64117520499151;1,1939404240183478;4
42;84,62709075406595;1,3147855999243074;4
43;84,62709075406595;1,3495820667977676;4
44;84,6835082434877;1,3791471099399022;4
45;84,8105073589762;1,6243821702276122;4
46;84,95182998254883;1,4692731375719392;4
47;85,03661558812045;1,228182162638009;4
48;84,98025786298838;1,2699179910443101;4
49;84,82483086706031;1,3562593783529997;4
50;84,7965822794897;1,2994096725748678;4
1;69,07034655319421;1,8135753520022624;5
2;71,32935701592919;1,742024221616081;5
3;72,5997864422717;2,192846334835881;5
4;74,11042847011386;1,8662242003610447;5
5;75,19730184153698;1,6327005746908825;5
6;76,12910680276987;1,0766065878844584;5
7;77,08910058728375;1,5446362738891253;5
8;77,71019100666969;1,2178373515682352;5
9;77,96422908050648;1,2604552562979912;5
10;78,02078601993736;1,5151490414219508;5
11;78,23251097670787;1,5936027574937612;5
12;78,3456447769995;1,1893668532122486;5
13;78,76911461197041;1,3663126152194198;5
14;79,06544588144358;1,4032776729438934;5
15;79,19250476122173;1,2350435972984792;5
16;79,46080657885301;1,1185004483215188;5
17;79,43233885555371;1,3105283216374486;5
18;79,43255799128238;1,261793359277735;5
19;79,37596120899174;1,4691105059131908;5
20;79,4889754807041;1,3229043912108396;5
21;79,63009888997794;1,3062724365906908;5
22;79,61603436048226;1,062939701013308;5
23;79,7290685536245;1,3209366638321645;5
24;79,71498410269895;1,3871845924001325;5
25;79,9125250013945;1,3577077012275691;5
26;79,92662937374992;1,3527089800326717;5
27;79,9972309212466;1,2788089996883447;5
28;79,96902217653573;1,5511436617366725;5
29;79,9689624122461;1,5678828528358626;5
30;79,89838078617929;1,368656393814471;5
31;79,75713784832621;1,5826949222134166;5
32;79,82767963153323;1,4246605340922625;5
33;79,75705816260668;1,434319117578019;5
34;79,79947088682238;1,3961000409375046;5
35;79,70064067318496;1,5686285729571865;5
36;79,60177061668779;1,4757173420817722;5
37;79,60191006669695;1,3012955191547566;5
38;79,74303347597078;1,3388348620116188;5
39;79,74295379025125;1,325364327605825;5
40;79,70064067318496;1,3683382973718416;5
41;79,60189014526706;1,3370613978289774;5
42;79,53128859777037;1,2706378101754745;5
43;79,57360171483668;1,3734318343432623;5
44;79,74295379025125;1,3453398860426375;5
45;79,86997282716966;1,2358518581370894;5
46;79,68647653653989;1,360565818044703;5
47;79,72880957503605;1,4624263859360704;5
48;79,68653630082953;1,4325846358497931;5
49;79,79943104396261;1,3470941650015542;5
50;79,7853266716072;1,3021801490224103;5
51;79,6723123998948;1,3603720516318358;5
52;79,71458567410134;1,4485594418318597;5
53;79,81333620201923;1,4279750949780166;5
54;79,8840373566653;1,3918479380179274;5
55;79,85570908337517;1,4120673498252767;5
56;79,88387798522626;1,511827383804612;5
57;79,81331628058935;1,550367029523699;5
58;79,7709633206633;1,6676189790466192;5
59;79,7851075358785;1,6306214473203902;5
60;79,7851075358785;1,5497777396918015;5
61;79,81339596630887;1,5761570087668368;5
62;79,84148518244045;1,699509847398342;5
63;79,86977361287083;1,7123692680457614;5
64;79,8415449467301;1,7336784356949144;5
65;79,91214649422676;1,6118354112673363;5
66;79,94043492465714;1,568420142450789;5
67;79,96858390507838;1,5920975091355245;5
68;79,86985329859036;1,4430225457394967;5
69;79,82756010295395;1,3781612427290126;5
70;79,82748041723444;1,4861520277215967;5
71;79,75689879116761;1,5370466895221029;5
72;79,72855059644759;1,5657737872491535;5
73;79,74273465452256;1,559214655843761;5
74;79,74275457595246;1,457561470163753;5
75;79,72869004645679;1,526503263368007;5
76;79,70032193030687;1,4852085363759422;5
77;79,75677926258835;1,4874120389137981;5
78;79,82732104579539;1,6331343450280014;5
79;79,72853067501772;1,7146682042185126;5
80;79,72851075358784;1,731593214204482;5
81;79,78502785015897;1,7112134913666963;5
82;79,74267489023292;1,607667536140882;5
83;79,79913222251442;1,5303768784590075;5
84;79,81319675201006;1,5505571691091415;5
85;79,79909237965465;1,5395740815725445;5
86;79,7849880072992;1,6102204548529897;5
87;79,84146526101055;1,5794307525662732;5
88;79,75671949829871;1,5595278501736882;5
89;79,67201357844661;1,5264059425042715;5
90;79,71434661694278;1,5864584196927194;5
91;79,71434661694278;1,5207634453376302;5
92;79,71436653837266;1,5607672288410928;5
93;79,7284509892982;1,5909956025081309;5
94;79,67203349987648;1,5361980431913786;5
95;79,68615779366179;1,5395843935316231;5
96;79,71444622409219;1,5062191042257114;5
97;79,67209326416615;1,4974094518982082;5
98;79,71436653837266;1,5959676372761726;5
99;79,72849083215796;1,5595012086479154;5
100;79,74255536165363;1,5474492027020328;5
1;64,55344122779756;1,8032414735658688;6
2;69,16925645255114;2,3829150513569988;6
3;71,40021754201429;1,9400720129712268;6
4;73,19294701696509;1,95682572407187;6
5;74,94318408198066;1,733317662664732;6
6;75,97383917828088;1,3501608471796909;6
7;76,87721625907422;1,894759593847875;6
8;78,17561537296899;2,1012504061764146;6
9;78,5567720908736;2,1121685213915424;6
10;78,83929780943956;1,7355726160312488;6
11;79,5310694620417;1,3699766466724437;6
12;79,60181045954755;1,578205780802962;6
13;80,19467221279272;1,1535110796014203;6
14;80,87247894304863;1,512369092041835;6
15;80,82996661168352;1,1877824377417483;6
16;81,33846110938458;1,2950042320119473;6
17;81,71953814156964;1,124855492829168;6
18;81,6771851816436;1,1529896003139286;6
19;81,70561306208316;1,1976342994122064;6
20;82,19956491597141;0,9276576140863112;6
21;82,5381096953615;0,7588035467061547;6
22;82,84882423720845;0,7100409705125564;6
23;83,03234044926808;0,7511650772972039;6
24;83,22994111225327;0,7487935772135349;6
25;83,22990126939352;0,8015325238417916;6
26;83,80881802172233;0,9914959574437472;6
27;84,00643860613741;1,058652961558198;6
28;83,93581713721085;0,9673264107899888;6
29;84,07688078219502;0,9847610883190024;6
30;84,10502976261624;1,1056468285824341;6
31;84,26035715139491;1,0905263748308809;6
32;84,35926705075185;1,1063440630591848;6
33;84,37325189452798;1,0324387954296852;6
34;84,65569792737443;0,9096806233961036;6
35;84,5850764584479;0,9843303208680356;6
36;84,86748264843456;1,0958771676472514;6
37;84,79672172949887;1,0666583438413149;6
38;84,99430247105416;1,0776994810264042;6
39;85,0225311371949;0,8145119793469192;6
40;85,050700039046;0,7356190532376362;6
41;85,07894862661662;0,9330232363124856;6
42;84,95194951112809;0,8269689673040096;6
43;85,1635947821791;0,9967662449054822;6
44;85,27644968245241;1,1065705571011475;6
45;85,29053413337795;1,098555963781298;6
46;85,27644968245241;1,1818501639914818;6
47;85,33290701473389;1,2304745172149607;6
48;85,43173722837129;1,1137996093793063;6
49;85,67175061557218;1,1891491763313295;6
50;85,77062067206936;1,061610035723344;6
1;70,14325500227105;1,5998171192373285;7
2;71,47042066091336;1,6931154700630815;7
3;71,893930338744;1,7487958940382156;7
4;73,06586821575706;1,5968005156070764;7
5;73,79965416397727;1,6141979882244741;7
6;74,53393814794451;1,3474654085194455;7
7;74,85879690500666;1,367145320344137;7
8;75,07048201891739;1,5183577542633375;7
9;75,32461969990358;1,6749005598410809;7
10;75,40946506976485;1,340123073146121;7
11;75,64937884981633;1,4967982983546944;7
12;75,67758759452718;1,5054934937060185;7
13;75,87508865036297;1,6254399661416383;7
14;75,97383917828088;1,6189478045048704;7
15;75,80424804570774;1,6430091143835104;7
16;75,87496912178369;1,5668458396354148;7
17;75,90329739507385;1,4019766130667617;7
18;76,11500243041446;1,4037796141939551;7
19;76,08665423569441;1,3634308825195178;7
20;76,21373303690245;1,1799363611520746;7
21;76,0867737642737;1,3180514832588996;7
22;76,18566374220076;1,275139190829779;7
23;76,12916656705954;1,3895553747440792;7
24;76,0867737642737;1,444912758283383;7
25;76,07260962762862;1,4789099665433312;7
26;75,98802323635582;1,4710886345761698;7
27;75,93152606121456;1,3273954438963762;7
28;75,91748145314878;1,3522906936536014;7
29;75,7904424948005;1,4378558726974549;7
30;75,91744161028903;1,4200142164726797;7
31;75,64923939980717;1,4276465670421683;7
32;75,66326408644308;1,3964529223253608;7
33;75,60690636131099;1,428249376197249;7
34;75,62085136222737;1,4704271918419376;7
35;75,46568334488776;1,4589477702903133;7
36;75,59264261751652;1,273571527686935;7
37;75,47974787438343;1,2773503563828394;7
38;75,35264915174552;1,3593471264141002;7
39;75,42325069924219;1,318123611613607;7
40;75,31033603467922;1,3444915083205529;7
41;75,31037587753899;1,2882343068580528;7
42;75,21148589961194;1,383800641413859;7
43;75,29615197660428;1,3760263387946947;7
44;75,08440709840389;1,3156918130093824;7
45;75,14090427354516;1,4157283374142748;7
46;75,12674013690004;1,5021747528367737;7
47;75,08430749125448;1,4791124872660422;7
48;75,1267002940403;1,5888305147125772;7
49;75,16901341110659;1,5971408927282456;7
50;75,16901341110659;1,6624994296393247;7
1;62,95803351581362;2,4048847097468387;8
2;67,82810595013268;2,384229733193874;8
3;70,14379288087783;1,7266693683224292;8
4;71,89426900305195;2,2567040504517317;8
5;73,54565593300025;1,7603673992716369;8
6;75,09849154932945;1,684942721227527;8
7;76,10083829376939;2,0607388868232808;8
8;77,24418891890384;2,198029468625728;8
9;77,69568820571666;1,9930928084191264;8
10;78,21822731148352;2,1292622006815214;8
11;78,82529304423355;1,4013157445752942;8
12;78,93848660881484;1,3547665428957478;8
13;79,88431625668366;1,1341531189355574;8
14;80,26543313172844;1,2943544749189535;8
15;80,20881642800794;1,1070573844836746;8
16;80,71721131855959;1,1357922268396536;8
17;80,78795231606543;1,3324983273952211;8
18;81,3384411879547;0,9451891883605243;8
19;81,18329309204498;1,119187062256895;8
20;81,70553337636362;0,9975032649270456;8
21;81,959471843051;0,6872721757794971;8
22;82,18544062218609;0,8196153718919772;8
23;82,32664371717944;0,8808200293489372;8
24;82,50998063637016;0,8891579705217059;8
25;82,69343708414016;0,9311102306832794;8
26;83,03234044926808;1,0295978448064842;8
27;82,96171898034153;0,8494627799840295;8
28;83,14521527097129;0,8425841299507301;8
29;83,32869164017116;0,9776288625395692;8
30;83,34277609109671;1,0636997783112514;8
31;83,56862534165252;1,195503246633289;8
32;83,62510259536387;1,2876510547134203;8
33;83,66743563386004;1,1784495665011991;8
34;83,6110579872981;1,256010337188153;8
35;83,70982843664588;1,2149817211411924;8
36;83,97795096140821;1,0857493669348472;8
37;83,9356577657718;0,9582404373274369;8
38;83,97791111854845;0,8917626146153333;8
39;83,90734941391153;1,0096259244751455;8
40;83,99207525519353;1,1587769205153264;8
41;83,87898129776164;0,9962221993112326;8
42;83,86483708254643;1,1420444180279876;8
43;83,82252396548013;1,122421404659386;8
44;83,83652873068618;1,3197308423116083;8
45;83,8930458272573;1,2016221859486014;8
46;83,94966253097782;1,294582916776277;8
47;83,9496824524077;1,3079862209780957;8
48;84,06239790267186;1,3643665971399117;8
49;84,16126795916904;1,4764142203070854;8
50;84,28832683894719;1,3454203727914178;8
1;74,95730837576598;1,7801656105130033;9
2;75,54989122899285;1,8470460635539019;9
3;75,42305148494339;1,9824514003699247;9
4;75,62081151936763;1,781302222311444;9
5;75,86076514227884;1,7631266080005588;9
6;75,91722247456033;1,646551416466434;9
7;76,0301371391233;1,7135489963008368;9
8;76,00188855155268;1,7064444341691236;9
9;75,83253647613813;1,736470596240305;9
10;75,91722247456033;1,6506684125023974;9
11;75,67732861593873;1,5014201209714868;9
12;75,76191500721156;1,5079153273019734;9
13;75,79020343764195;1,3783001350962014;9
14;75,6631246364339;1,3708547679224286;9
15;75,84668069135331;1,5131609588990669;9
16;75,84666076992342;1,4277597423301471;9
17;75,7337062625007;1,4451892954554324;9
18;75,67716924449971;1,539315260669859;9
19;75,7759197724176;1,6514765575285644;9
20;75,86064561369956;1,6332615381321278;9
21;75,81829265377353;1,539844016126055;9
22;75,74777079199637;1,5824124641377713;9
23;75,80418828141808;1,779988758201532;9
24;75,8465810842039;1,7546570801064518;9
25;75,80420820284797;1,7597886238803797;9
26;75,79016359478217;1,7924578525581;9
27;75,63483620600351;1,7392962530246419;9
28;75,69133338114476;1,5736618856857356;9
29;75,63485612743341;1,7580061025983986;9
30;75,63487604886329;1,6254926392859872;9
31;75,67724893021922;1,6572972283992409;9
32;75,70545767493007;1,6010559665670017;9
33;75,77599945813711;1,6664303973416499;9
34;75,63487604886329;1,6684131792703147;9
35;75,6631246364339;1,678820792293208;9
36;75,53606575665573;1,652317670373982;9
37;75,62075175507798;1,7449625690148247;9
38;75,60656769700303;1,834687304018182;9
39;75,62075175507798;1,7400032478976395;9
40;75,59256293179698;1,662957362439098;9
41;75,66310471500401;1,716975962811151;9
42;75,59248324607745;1,6721400674608125;9
43;75,55009044329168;1,7495925271333614;9
44;75,50777732622538;1,6787637058192182;9
45;75,57835895229216;1,5777148393581637;9
46;75,50779724765525;1,5650614716376203;9
47;75,52194146287043;1,6202140603383717;9
48;75,55020997187094;1,71084995332392;9
49;75,59252308893724;1,7045110195795263;9
50;75,63487604886329;1,5980844769976241;9
1;69,05634178798817;1,5498312754888963;10
2;71,15972604049628;2,0074097479365998;10
3;72,78360147577952;1,8323550669344209;10
4;74,09648346919748;1,5537870870660864;10
5;75,09847162789956;1,7739231773933082;10
6;75,71978118301418;1,2390908619916352;10
7;76,76442112309053;1,3821925748082988;10
8;77,59703728494817;1,3688411344229563;10
9;77,80888177029794;1,6023594428103063;10
